pc_result_tag,sid,cid,PUBCHEM_EXT_DATASOURCE_SMILES,activity_outcome,activity_score,activity_url,assay_data_comment,activity_summary,antagonist_activity,antagonist_potency,antagonist_efficacy,viability_activity,viability_potency,viability_efficacy,sample_source
3817,144207370,4276,COC1=CC(=CC2=C1OCO2)CC=C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3818,144207371,61410,CCCCCCCCC(=O)OCC=C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3820,144207373,7438,CC1=CCC(CC1O)C(=C)C,Inactive,0.0,,,inactive,inactive,,0.0,inconclusive agonist,,,SIGMA
3821,144207374,99953,CCCCCCCCCOCC1CO1,Active,41.0,,,active antagonist,active antagonist,79.9007,-35.6609,inactive,,0.0,SIGMA
3822,144207375,8085,CC(C)CNCC(C)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
3823,144207376,7829,COC(=O)CCCCCCCCC(=O)OC,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
3824,144207377,12989,CCOCCC(=O)OCC,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
3825,144207378,36081,CC(=O)OC1CCC(CC1)C(C)(C)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
3826,144207379,24287,Cl[Sn](Cl)(Cl)Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3828,144207381,38018,C1=CC(=C(C(=C1C2=C(C(=C(C=C2)Cl)Cl)Cl)Cl)Cl)Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,ChemService
3829,144207382,7819,CC(C)COC(=O)C=C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3830,144207383,25833,CCC=CC#N,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3831,144207384,7529,CC1=CC(=CC=C1)C=C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3832,144207385,10704,CC1=CC=CC=C1C(=O)N,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3834,144207387,5558,C(Br)(Br)Br,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3835,144207388,6969,C1=CC2=C(C=C1[N+](=O)[O-])C(=O)NC2=O,Inactive,0.0,,,inactive,inactive,,0.0,inconclusive agonist,41.1889,46.3771,SIGMA
3837,144207390,10486,CC(C)(C)Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
3839,144207392,6514,C(CS)C(=O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3840,144207393,13381,CCCCCCCCC=C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
3841,144207394,92321,CN1C(=O)C2=C(C1=O)C=C(C=C2)[N+](=O)[O-],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Sensient
3842,144207395,10329304,[Cl-].[Cl-].[Fe+2],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
3843,144207396,12089,C1=CC(=CC=C1C(=O)O)NN,Inconclusive,20.0,,,active agonist,active agonist,0.00982664,37.9186,inactive,,0.0,SigmaAldrich
3845,144207398,7858,C=CCO,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3846,144207399,16097,CC1=C(C(=CC=C1)[N+](=O)[O-])C(=O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3848,144207401,10797,CC1=CC=CO1,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3849,144207402,11899,C1=CC(=C(C=C1Cl)Cl)[N+](=O)[O-],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3850,144207403,6365,CC(Cl)Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3852,144207405,7834,CCC1CO1,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3853,144207406,41022,CC(=O)O.C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3854,144207407,8112,C(CNCCO)N,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
3855,144207408,61032,COCCC#N,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
3856,144207409,2723942,C1=CC=C(C=C1)COC(=O)N[C@@H](CC(=O)O)C(=O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
3857,144207410,3035467,CCC(OCCCOC)OC(=O)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
3858,144207411,1910825,CCCCN(CCCC)C1=CC(=C(C=C1)C(=O)C2=CC=CC=C2C(=O)O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
3862,144207415,8794,C1=CC=C(C=C1)CC#N,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3865,144207418,11954,CNC(=O)C1=CC=CC=C1,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3866,144207419,6397,C[Si](C)(C)Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3867,144207420,7044,C1CCC2CCCCC2C1,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3868,144207421,23160050,CC[N+]1=CC=CC=C1.F[P-](F)(F)(F)(F)F,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Io-li-tec
3869,144207422,5378708,CCCCCCCC/C=C\CCCCCCCC(=O)OCCOC(=O)CCCCCCC/C=C\CCCCCCCC,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3870,144207423,5364509,CCCCCCCC/C=C\CCCCCCCC(=O)OC,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
3871,144207424,8151,C(CSCCC#N)C#N,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Sensient
3872,144207425,517063,C(CS(=O)(=O)[O-])O.[Na+],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
3873,144207426,7469,CC(=O)C1=CC=C(C=C1)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
3875,144207428,15074,C1=CN=CC=C1C(=O)N,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
3877,144207430,7949,CC1=CC(=CC(=C1)N)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3878,144207431,15132,CC1=C2C(=CC=C1)SC(=N2)N,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3879,144207432,18502,C1CCC(CC1)N=C=O,Inconclusive,20.0,,,active agonist,active agonist,10.0881,60.7753,inactive,,0.0,SIGMA
3880,144207433,24726,C(/C=C/Cl)Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3882,144207435,2537,CC1(C2CCC1(C(=O)C2)C)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3883,144207436,7062,CCN(CC)C1=CC(=CC=C1)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3884,144207437,24723,CCOP(=O)(OCC)SCCSCC,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,ChemService
3886,144207439,8037,CN(C)CCN(C)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
3888,144207441,74348,CN(C)CCOCCO,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
3889,144207442,8452,C1CCC(=O)C1,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3890,144207443,50516,CC(C)C(C(=O)OC(C#N)C1=CC(=CC=C1)OC2=CC=CC=C2)NC3=C(C=C(C=C3)C(F)(F)F)Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Wako
3891,144207444,24644,O.O.O.O.O.O.[Mg+2].[Cl-].[Cl-],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3894,144207447,15206,C(C(CBr)(CBr)CBr)O,Inconclusive,20.0,,,active agonist,active agonist,8.93625,25.3412,inactive,,0.0,Sensient
3895,144207448,18604,CCCCCCCCCCCCC1CO1,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,TCI
3896,144207449,21622,COC1=C2C(=CC=C1)SC(=N2)N,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3898,144207451,24314,CC(C)(C)OCC1CO1,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3899,144207452,7101,C1=CC=C(C=C1)C2=CC=C(C=C2)Br,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3900,144207453,47491,CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=CC=CC=C2Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
3902,144207455,6233,C1=CC(=CC=C1C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Interchem
3903,144207456,30623,CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,Inactive,0.0,,,inactive,inactive,,0.0,inconclusive antagonist,,,SIGMA
3904,144207457,16990,C1=C(C(=NC(=C1Cl)Cl)Cl)Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
3905,144207458,11387,CC1=CC2=C(C=C1)C=C(C=C2)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
3910,144207463,7487,CC(=O)C1=CC=C(C=C1)[N+](=O)[O-],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3911,144207464,7503,C1=CC=C(C=C1)CCl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3912,144207465,7526,C1CCN(CC1)N=O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3913,144207466,7570,C1=CC(=CC=C1CC2=CC=C(C=C2)N=C=O)N=C=O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3914,144207467,700999,C1=CC=C(C=C1)NC(=S)NC2=CC=CC=C2,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3915,144207468,13931,C=CCN1C(=O)N(C(=O)N(C1=O)CC=C)CC=C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3916,144207469,7671,C1=CC=C(C=C1)NC=O,Inactive,0.0,,,inactive,inactive,,0.0,inconclusive agonist,,,SIGMA
3920,144207473,61527,CC1=CC(=C(O1)C)C(=O)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3922,144207475,14090,C1=CC=C(C=C1)C(=O)C=O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3923,144207476,7918,CC(=O)OC(=O)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3924,144207477,7950,C1=C(C=C(C=C1Cl)Cl)Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3925,144207478,8004,CCCC=C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3926,144207479,8031,CC(C)(CCC(C)(C)O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3927,144207480,8061,CCCCC#N,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3928,144207481,14223,C(CO)N(CCO)N=O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3929,144207482,8147,C(CCl)OCOCCCl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3931,144207484,8374,C1=CC=C(C(=C1)C(=O)O)Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3932,144207485,8394,C1=CC=C2C(=C1)C=NNC2=O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3933,144207486,8443,CC1=CC=CC=C1NC(=O)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3934,144207487,31217,C1C(O1)COC2=CC=CC=C2,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3937,144207490,7929,CC1=CC(=CC=C1)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3938,144207491,26132,CC(=O)C1=C(C(=C(C=C1)Cl)Cl)Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3939,144207492,8855,CCCC(=O)Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3940,144207493,27054,C1=CC=C(C(=C1)CCO)[N+](=O)[O-],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3941,144207494,5273621,COC1=CC(=O)OC(=C1)/C=C/C2=CC=CC=C2,Inconclusive,20.0,,,active agonist,active agonist,0.859797,68.099,inactive,,0.0,ChromaDex
3942,144207495,27582,C1=CC(=C(C(=C1O)Cl)Cl)Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3943,144207496,7515,CNC1=CC=CC=C1,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3945,144207498,15660,C1CC(CCC1CC2CCC(CC2)N)N,Inactive,0.0,,,inactive,inactive,,0.0,inconclusive antagonist,,,SIGMA
3946,144207499,62725,CC(C)CC1=NC=CS1,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3947,144207500,16180,CNC.C1=CC(=C(C=C1Cl)Cl)OCC(=O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,ChemService
3948,144207501,30231,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C(C(=C3)O)C(=O)CCC4=CC(=C(C=C4)OC)O)O)CO)O)O)O)O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3950,144207503,15588,C1=CC(=CC=C1N=NC2=CC(=C(C=C2)O)C(=O)O)[N+](=O)[O-],Inconclusive,20.0,,,active agonist,active agonist,0.84771,40.7741,active antagonist,26.8069,-74.9393,SIGMA
3951,144207504,16993,CCCCCCCCC1CO1,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3952,144207505,17111,CN(C)CCOC(=O)C=C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3953,144207506,7546,C1=CC=C(C=C1)NC2=CC(=CC=C2)O,Inconclusive,20.0,,,active agonist,active agonist,13.7347,36.564,inactive,,0.0,SIGMA
3956,144207509,18510,CCCCCCCCCCOC(=O)C(=C)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3957,144207510,6537506,C1=C(C(=C(C(=C1Br)Br)Br)Br)OC2=CC(=C(C(=C2Br)Br)Br)Br,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,LKT Lab
3958,144207511,6440940,C[C@@H]1CC[C@H](C2=C(CC[C@H]12)C)/C=C(\C)/C(=O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,ChromaDex
3961,144207514,447466,C/C=C/C=O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3962,144207515,5355732,C/C=C(\C)/C#N,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3963,144207516,78392,C1=CC(=C(C(=C1)Cl)C(=O)Cl)Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3964,144207517,21058,CC(C)COC(=O)COC1=CC(=C(C=C1Cl)Cl)Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3965,144207518,5758,C1=CC(=C(C(=C1)Cl)C(=O)O)Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3966,144207519,5784,C1=CC(=C(C=C1Cl)C(=O)O)Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3967,144207520,5817,C1=CC(=C(C=C1C(=O)O)Cl)Cl,Inactive,0.0,,,inactive,inactive,,0.0,inconclusive agonist,20.4766,26.0801,SIGMA
3968,144207521,10660,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Cl.CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3969,144207522,10721,CC1=CC=CC=C1C#N,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3970,144207523,447,C1=CC(=CC(=C1)Cl)C(=O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3971,144207524,10867,C1=CC=C(C=C1)CSCC2=CC=CC=C2,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3972,144207525,95170,C1=CC(=C(C=C1Br)Br)OC2=C(C=C(C=C2)Br)Br,Inconclusive,20.0,,,active agonist,active agonist,8.6437,31.8418,inactive,,0.0,LKT Lab
3973,144207526,230976,C1=CC2=C(C=C1[N+](=O)[O-])C(=O)OC2=O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3976,144207529,11245,CC=C(Cl)Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Cerilliant
3978,144207531,11356,CC1=CC(=C(C=C1)[N+](=O)[O-])N,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3979,144207532,11560,CC1=CC(=CC=C1)Br,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3980,144207533,11584,CC(=O)OCC=C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3981,144207534,11673,CC(C)([N+](=O)[O-])Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3982,144207535,11750,CCC([N+](=O)[O-])Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Radian International
3985,144207538,11875,C1=CC=C(C(=C1)C(=O)Cl)[N+](=O)[O-],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
3986,144207539,11910,CC1=C2C(=CC=C1)C=CC=N2,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3987,144207540,12018,C(C(CCl)Cl)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3988,144207541,12091,C1=CC(=CC=C1C(=O)N)[N+](=O)[O-],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3990,144207543,6115,C1=CC=C(C=C1)N,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3991,144207544,12302,CCCC[N+](=O)[O-],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3992,144207545,12364,C(CCC(=O)N)CC(=O)N,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3994,144207547,12512,CCOC(C)(C)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
3996,144207549,106729,CC(C)CCOCC(=O)OCC=C,Inactive,0.0,,,inactive,inactive,,0.0,inconclusive,,,SIGMA
3999,144207552,6319,C1=CC=C(C=C1)NC2=CC=C(C=C2)NC3=CC=CC=C3,Inconclusive,20.0,,,active agonist,active agonist,1.92526,50.3624,active antagonist,41.4784,-50.4204,SIGMA
4000,144207553,6332,CCBr,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
4001,144207554,6358,CC(C)Br,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
4002,144207555,6366,C=C(Cl)Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
4003,144207556,6403,CCC(C)(C)C,Inactive,0.0,,,inactive,inactive,,0.0,inconclusive agonist,,,SIGMA
4004,144207557,61207,CC(C)(C)OC=O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
4005,144207558,13032,CC(C)NC1=CC=CC=C1,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
4006,144207559,6534,CCOP(=O)(CC)OCC,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
4007,144207560,6564,CC(CCl)Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
4008,144207561,6570,CC(=O)C=C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
4009,144207562,6588,C(C(Br)Br)(Br)Br,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
4010,144207563,398,CC(C)[N+](=O)[O-],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
4011,144207564,6637,CCNS(=O)(=O)C1=CC=C(C=C1)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
4012,144207565,6658,CC(=C)C(=O)OC,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
4013,144207566,157882,CO[Si](CCCNCCC[Si](OC)(OC)OC)(OC)OC,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
4015,144207568,6894,CC1=C(C=CC=C1Cl)N,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
4017,144207570,6974,CC1=CC(=C(C=C1)C)[N+](=O)[O-],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
4018,144207571,6996,C1=CC=C(C(=C1)C=O)Cl,Inactive,0.0,,,inactive,inactive,,0.0,inconclusive agonist,,,SIGMA
4019,144207572,7046,C1CNCC2=CC=CC=C21,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
4020,144207573,7098,CCN(CC1=CC=CC=C1)C2=CC=CC=C2,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
4021,144207574,7102,C1=CC=C(C=C1)C2=CC=C(C=C2)N,Inconclusive,20.0,,,active agonist,active agonist,1.46122,51.8207,inactive,,0.0,SIGMA
4022,144207575,13610,C1CCC(CC1)(C#N)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
4024,144207577,7236,CC1=CC=CC=C1Br,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
4025,144207578,7250,CC1=CC(=C(C=C1)N)C,Inactive,0.0,,,inactive,inactive,,0.0,inconclusive agonist,,,SIGMA
4026,144207579,7262,C1=CC(=C(C=C1Cl)N)Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
4027,144207580,7280,C(C(CBr)Br)Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
4028,144207581,7301,CC1CCCO1,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
4030,144207583,7374,C1=CC(=CC(=C1)Cl)C(F)(F)F,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
4031,144207584,7423,C1=CC(=CC(=C1)[N+](=O)[O-])N,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
4032,144207585,7441,CC1=C(C=CC(=C1)[N+](=O)[O-])N,Inactive,0.0,,,inactive,inactive,,0.0,inconclusive antagonist,53.7632,-94.308,SIGMA
4033,144207586,7499,C=CC1CCC=CC1,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
4034,144207587,7838,C=CCOCC1CO1,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
4037,144207590,11659,C(Cl)(Cl)(Br)Br,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Crescent
4038,144207591,54960,COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)CC2=CC=CC=C2C(=O)OC)OC,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Crescent
4039,144207592,91604,CC(C)(CCCC1=CCC(CC1)C=O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
4041,144207594,71833,CN1CCC2=CC3=C(C=C2C1O)OCO3.Cl,Inactive,0.0,,,inactive,inactive,,0.0,active agonist,50.7655,451.841,SigmaAldrich
4042,144207595,3068143,CC[C@H]1CN2CCC3=CC(=C(C=C3[C@@H]2C[C@@H]1C[C@@H]4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC.Cl.Cl,Active,69.0,,,active antagonist,active antagonist,0.154022,-101.128,active antagonist,4.51075,-77.1976,Sensient
4043,144207596,8809,CC(COC1=CC=C(C=C1)C(C)(C)C)OS(=O)OCCCl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,ChemService
4045,144207598,440917,CC1=CC[C@@H](CC1)C(=C)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
4046,144207599,6428,C(C(F)(Cl)Cl)(F)(F)Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
4049,144207602,6563,CCC(C)Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
4050,144207603,10452,C1CSCCS1,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
4051,144207604,7923,C1=CC(=O)OC1=O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
4053,144207606,11733,CC(C(Cl)Cl)Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Sensient
4054,144207607,8496,C1=CC(=CC(=C1)C(=O)O)C(=O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
4055,144207608,3024,C(Br)Br,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Acros
4056,144207609,16760658,C1=CC=C(C(=C1)C(=O)[O-])O.[Na+],Inactive,0.0,,,inactive,inactive,,0.0,inconclusive agonist,24.882,25.0881,SigmaAldrich
4057,144207610,6942,C1=CC=C(C(=C1)C(=O)N)N,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
4058,144207611,8146,CCOCCOCCO,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
4059,144207612,31261,CC(=O)CC(=O)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
4060,144207613,13360,CC(=C)C(=O)OCCO,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
4061,144207614,7453,CCC(C)C1=CC=C(C=C1)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
4062,144207615,3305,CC(O)(P(=O)(O)O)P(=O)(O)O,Inactive,0.0,,,inactive,inactive,,0.0,inconclusive agonist,,,SigmaAldrich
4063,144207616,8148,CCCCNCCCC,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
