PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Antagonist Activity,Antagonist Potency (uM),Antagonist Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source
4098,144207651,14456,CO[Si](C)(OC)OC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4099,144207652,15290,C1CCC(CC1)S,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4100,144207653,72903,C1=CC=C(C=C1)P(O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4101,144207654,17043,CCCCCCCCCCCCCCCl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4102,144207655,17593,CC1=C(C(=CC=C1)N)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4103,144207656,62475,C1C=CCC2C1CC=C2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4104,144207657,23675796,COC(=O)C1=CC(=CC(=C1)S(=O)(=O)[O-])C(=O)OC.[Na+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4105,144207658,78501,CC(CO)(CO)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4106,144207659,22932,CCCCC(CC)COC(=O)C1=CC=C(C=C1)C(=O)OCC(CC)CCCC,Inactive,0.0,,,inactive,inactive,,0,inconclusive agonist,,,SigmaAldrich
4107,144207660,23368,CC(C)OC(=O)CCCCC(=O)OC(C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,TCI
4108,144207661,159747,C=CC(=O)[O-].C=CC(=O)[O-].[Zn+2],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4109,144207662,6197816,CC/C(=N/O[Si](O/N=C(\CC)/C)(O/N=C(/CC)\C)C)/C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Pfaltz-Bauer
4110,144207663,33263,CCC(C)(C)C1=CC(=C(C(=C1)N2N=C3C=CC=CC3=N2)O)C(C)(C)CC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4111,144207664,33934,CC(C)CCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCC(C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4112,144207665,94483,CC(C)(C1=CC=C(C=C1)OC2=CC3=C(C=C2)C(=O)OC3=O)C4=CC=C(C=C4)OC5=CC6=C(C=C5)C(=O)OC6=O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4113,144207666,114129,CC(C)(CC(=O)OC)C=C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Sensient
4114,144207667,7112,C1=CC(=CC=C1C2=CC=C(C=C2)O)O,Inconclusive,20.0,,,active agonist,active agonist,29.6644,146.57,inconclusive antagonist,,,SigmaAldrich
4115,144207668,7892,CCCC(C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4116,144207669,67151,C1CN(CCN1CCO)CCO,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4117,144207670,12160,CCC1=CC=C(C=C1)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4118,144207671,,,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4119,144207672,15348,CC1=CN=C(C=C1)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4120,144207673,75498,C1=CC2=C(C=C1C(=O)C3=CC4=C(C=C3)C(=O)OC4=O)C(=O)OC2=O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4121,144207674,18062,CC(C)(C1=CC=C(C=C1)C(C)(C)O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4122,144207675,7198,COC(=O)C1CCC(CC1)C(=O)OC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4123,144207676,2723856,CC[C@H](CO)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4124,144207677,82029,C[N+]1(CCOCC1)[O-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4125,144207678,117915,CC1=C(C=CC(=C1)OC)Br,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4126,144207679,516872,C(#N)[S-].[K+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4127,144207680,77080,CCCCCCCC[Sn](CCCCCCCC)(Cl)Cl,Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,54.4273,-104.932,inactive,,0,Interchem
4128,144207681,1118,OS(=O)(=O)O,Inactive,0.0,,,inactive,inactive,,0,inconclusive agonist,29.6904,30.454,SIGMA
4129,144207682,24648,O=S(=O)(Cl)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4130,144207683,22833454,CCCC(CC)CCCCCCCN,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Sensient
4131,144207684,62130,CCN1C2=C(C=C(C=C2)N)C3=CC=CC=C31.Cl,Active,42.0,,,active antagonist,active antagonist,73.3088,-47.7801,inactive,,0,Chemos
4132,144207685,174174,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4133,144207686,5284346,O.O.[Cl-].[Cl-].[Ba+2],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4134,144207687,146540,C1=CC=C(C=C1)CNN.Cl.Cl,Inconclusive,20.0,,,active agonist,active agonist,2.20876,53.2742,inactive,,0,SigmaAldrich
4135,144207688,7302,C1CC(=O)OC1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4136,144207689,10133,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,Inactive,0.0,,,inactive,inactive,,0,active antagonist,71.4905,-35.9973,SIGMA
4137,144207690,6209,C[N+](C)(C)CCO.[Cl-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4138,144207691,14500,C1CCC(=NO)C1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4139,144207692,38221,COC1=C(C=C(C=C1)N)N.OS(=O)(=O)O,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,8.24973,-117.135,active antagonist,9.61848,-62.363,Alfa Aesar
4140,144207693,6673,C1C2C3CC4C(C3C1C5C2O5)O4,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4141,144207694,3081,CC1(C(=O)NC(=O)O1)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Alfa Aesar
4142,144207695,522325,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)CS(=O)(=O)[O-].[Na+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4143,144207696,14075,C1COS(=O)(=O)O1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4144,144207697,77342,C1COS(=O)O1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4145,144207698,90547,C1=CC(=CC=C1C(=O)O)NN.Cl,Inconclusive,10.0,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,SigmaAldrich
4146,144207699,20240,CC(C)COC(=O)C1=CC=C(C=C1)O,Inconclusive,20.0,,,active agonist,active agonist,5.04061,65.1895,inactive,,0,SigmaAldrich
4147,144207700,5922,C1=CN=CC=C1C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4148,144207701,7955,C1(=NC(=NC(=N1)N)N)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4149,144207702,13622,COC1=CC=CC(=C1O)O,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,47.6186,-63.7975,inconclusive antagonist,50.4402,-69.3273,SigmaAldrich
4150,144207703,7409,CC(C1=CC=CC=C1)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4151,144207704,7253,CC1=C(C=CC(=C1)O)O,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,61.815,-134.907,active antagonist,69.3576,-91.3639,SigmaAldrich
4152,144207705,6670,C1=CC=C2C(=C1)C=CC(=C2S(=O)(=O)O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4153,144207706,11945,C1=CC2=C(C=CC(=C2)[N+](=O)[O-])N=C1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4154,144207707,4594,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,Inactive,0.0,,,inactive,inactive,,0,active antagonist,30.2644,-54.2771,TCI
4155,144207708,4763,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,TCI
4156,144207709,13297,C1=CC=C(C=C1)N=NC2=C(C=CC3=CC=CC=C32)O,Inactive,0.0,,,inactive,inactive,,0,active antagonist,28.3454,-102.36,SigmaAldrich
4157,144207710,6956,C1=CC=C(C(=C1)C(=O)N)C(=O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4158,144207711,197873,C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N.Cl,Active,56.0,,,active antagonist,active antagonist,5.44827,-122.433,active agonist,4.85577,817.757,SigmaAldrich
4159,144207712,5284451,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2.C(=C\C(=O)O)\C(=O)O,Inactive,0.0,,,inactive,inactive,,0,active antagonist,23.1823,-32.1719,Interchem
4160,144207713,656582,C1=CC=C2C(=C1)C(=O)[N-]S2(=O)=O.[Na+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Sensient
4161,144207714,54704426,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O.Cl,Inactive,0.0,,,inactive,inactive,,0,active agonist,35.8301,121.833,SIGMA
4162,144207715,10891,CC1=CC=C(C=C1)N.Cl,Inconclusive,20.0,,,active agonist,active agonist,12.2716,56.9188,inactive,,0,SigmaAldrich
4163,144207716,7247,CC1=CC(=C(C=C1)C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4164,144207717,88898,CC1=CC(=C(C=C1)N)C.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Sensient
4165,144207718,4343483,[B-](F)(F)(F)F.[Na+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4166,144207719,12867,CC(C)(C)C1=CC(=O)C=C(C1=O)C(C)(C)C,Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,,,inconclusive antagonist,,,SigmaAldrich
4167,144207720,13203,C1CCC(=O)C(C1)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4168,144207721,67299,C1=C(C(=CC(=C1O)Cl)Cl)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4169,144207722,11701,CC(C)(CC(=O)O)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4170,144207723,12681,CC(C)(CCC(=O)O)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4171,144207724,12372,CCCCCCC#N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4172,144207725,7420,C1=CC(=CC(=C1)O)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4173,144207726,12244,CC(C)CC#N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4174,144207727,12046,CC(CCC(=O)O)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4175,144207728,11262,CCC(C)C(=O)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4176,144207729,10457,C(CCCC(=O)O)CCC(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4177,144207730,74563,CCCC(=O)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4178,144207731,999,C1=CC=C(C=C1)CC(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4179,144207732,867,C(C(=O)O)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4180,144207733,8256,C(=O)C(Br)(Br)Br,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,9.65899,-116.184,active antagonist,7.38355,-80.671,SIGMA
4181,144207734,61144,C(=O)(C(Cl)(Cl)Cl)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4182,144207735,12530,CCCCCCCCCCCCC(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4183,144207736,8186,CCCCCCCCCCC=O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4184,144207737,25015,C[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2O,Inactive,0.0,,,inactive,inactive,,0,inconclusive agonist,30.4199,31.3698,SIGMA
4185,144207738,14138,CCCCCCCOC(=O)C1=CC=C(C=C1)O,Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,51.4873,-51.8734,inactive,,0,SigmaAldrich
4186,144207739,8348,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4187,144207740,83050,C1=CC=C(C=C1)C(=O)C2=CC(=CC=C2)O,Inconclusive,20.0,,,active agonist,active agonist,6.20642,52.6424,inactive,,0,SigmaAldrich
4188,144207741,8570,COC1=CC(=C(C=C1)C(=O)C2=C(C=C(C=C2)OC)O)O,Inconclusive,20.0,,,active agonist,active agonist,2.02305,40.622,inactive,,0,SigmaAldrich
4189,144207742,73851,CC1=CC(=C(C=C1)O)C(=O)C2=CC=CC=C2,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,55.0372,-63.1868,inconclusive antagonist,41.2721,-32.2657,SigmaAldrich
4190,144207743,87250,C1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)O,Inconclusive,20.0,,,active agonist,active agonist,7.45135,113.466,inactive,,0,Interchem
4191,144207744,17569,CCCCCCCCCCCCOC(=O)C1=CC=C(C=C1)O,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,45.2905,-117.605,active antagonist,45.2905,-47.9641,SigmaAldrich
4192,144207745,16211115,CCN1C=C[N+](=C1)C.C(#N)[S-],Inactive,0.0,,,inactive,inactive,,0,inconclusive agonist,,14.2863,SIGMA
4193,144207746,586708,CCCCCCCCCOC(=O)C1=CC=C(C=C1)O,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,33.8874,-115.553,active antagonist,36.5908,-92.853,Interchem
4194,144207747,56638112,COC1=CC(=C(C=C1)C(=O)C2=CC(=CC=C2)O)OC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4195,144207748,69150,C1=CC(=CC=C1C(=O)C2=CC=C(C=C2)O)O,Inconclusive,20.0,,,active agonist,active agonist,28.3743,67.6723,inactive,,0,SigmaAldrich
4196,144207749,23019,CCCCCOC(=O)C1=CC=C(C=C1)O,Inconclusive,10.0,,,inconclusive agonist (cytotoxic),inconclusive agonist,2.46338,78.0245,active antagonist,43.8058,-39.9828,SigmaAldrich
4197,144207750,16211135,CC[S+](CC)CC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4198,144207751,53316406,CCN1C=C[N+](=C1)C.CCOP(=O)([O-])OCC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4199,144207752,6620,CC1=C(C=CC(=C1)C(C)(C)C2=CC(=C(C=C2)O)C)O,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,60.4982,-100.606,active antagonist,51.8891,-59.7585,SigmaAldrich
4200,144207753,608116,CC(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,Inconclusive,20.0,,,active agonist,active agonist,14.9554,24.1848,inactive,,0,SigmaAldrich
4201,144207754,13065,CC(C)(C1=CC=CC=C1)C2=CC=CC=C2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4202,144207755,6619,CC(C)(C1=CC(=C(C(=C1)Cl)O)Cl)C2=CC(=C(C(=C2)Cl)O)Cl,Inactive,0.0,,,inactive,inactive,,0,inconclusive antagonist,61.1306,-34.6697,Sensient
4203,144207756,84677,C1=CC(=CC=C1C(=C(Cl)Cl)C2=CC=C(C=C2)O)O,Inconclusive,20.0,,,active agonist,active agonist,0.0725061,46.1939,inconclusive antagonist,48.459,-58.2067,SigmaAldrich
4204,144207757,102724,C1CC2C(C1)C3CC2CC3(C4=CC=C(C=C4)O)C5=CC=C(C=C5)O,Active,61.0,,,active antagonist,active antagonist,1.71953,-119.52,active antagonist,30.578,-77.7938,Alfa Aesar
4205,144207758,6799,C1=CC=C(C=C1)C(=O)C2=C(C=CC(=C2)Cl)O,Active,43.0,,,active antagonist,active antagonist,46.0993,-72.9611,inactive,,0,SigmaAldrich
4206,144207759,8633,CC1CCC(C(C1)OC(=O)C2=CC=CC=C2N)C(C)C,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,57.9925,-122.633,active antagonist,53.7079,-101.309,SIGMA
4207,144207760,21881620,CC1=CC=C(C=C1)/C=C/2\C3CCC(C2=O)C3(C)C,Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,54.0951,-74.4023,inactive,,0,SigmaAldrich
4208,144207761,2724552,C1[C@H]([C@@H]([C@@H]([C@@](O1)(CO)O)O)O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
4209,144207762,222285,C([C@H]([C@H](CO)O)O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4210,144207763,6918840,C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@](C3)(C(=C)C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)(C)C(=O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4211,144207764,6427,C(C(F)(Cl)Cl)(F)(Cl)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4212,144207765,17321,CC1=CC2=C(C=C1)C3=CC=CC=C3C=C2,Inconclusive,10.0,,,inconclusive agonist,inconclusive agonist,12.9593,29.5486,inactive,,0,SIGMA
4213,144207766,20353,CC1=C(C(=C(C2=C1O[C@](CC2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)OC(=O)CCC(=O)O)C,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,,,inconclusive antagonist,18.4542,-30.1076,SIGMA
4214,144207767,735940,CC(=O)/C=C/C1=CC=CO1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4215,144207768,23535,CC(=CCCC(C)(C=C)OC(=O)C1=CC=CC=C1N)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4216,144207769,60967,C(C(Br)(Br)Br)(Br)Br,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,63.9099,-88.3983,inconclusive antagonist,54.8153,-79.3414,SIGMA
4217,144207770,7482,C1=CC(=CC=C1CCl)[N+](=O)[O-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4218,144207771,18745,CC(C)(C#N)C(C)(C)C#N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4219,144207772,151932,C1=CC=NC(=C1)C(=O)[O-].C1=CC=NC(=C1)C(=O)[O-].C1=CC=NC(=C1)C(=O)[O-].[Cr+3],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4220,144207773,16218739,CC1=CC=C(C=C1)S(=O)(=O)[O-].CC(C)C[P+](C)(CC(C)C)CC(C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Cytec
4221,144207774,3015167,CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],Active,61.0,,,active antagonist,active antagonist,1.71239,-113.867,active antagonist,7.08383,-100.124,Cytec
4222,144207775,2734160,CCN1C=C[N+](=C1)C.[Cl-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4223,144207776,193581,CCN.[N+](=O)(O)[O-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
4224,144207777,171257,C(CO)N.C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
4225,144207778,13379149,CNC.[N+](=O)(O)[O-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
4226,144207779,22678982,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.C(F)(F)(F)S(=O)(=O)[O-],Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,15.3241,-125.055,active antagonist,18.5655,-98.3347,Io-li-tec
4227,144207780,44630019,CCCC[N+](C)(CCCC)CCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
4228,144207781,2734167,CCCCN1C=C[N+](=C1C)C.[Cl-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
4229,144207782,11243457,CCCCN1C=C[N+](=C1C)C.F[P-](F)(F)(F)(F)F,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
4230,144207783,11832800,CCCCN1C=C[N+](=C1C)C.[I-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
4231,144207784,2734244,[B-](F)(F)(F)F.CCCCN1C=C[N+](=C1C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
4232,144207785,11171745,CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
4233,144207786,2734174,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
4234,144207787,11492381,CCCCN1C=C[N+](=C1)C.CS(=O)(=O)[O-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
4235,144207788,12040509,CCCCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,Active,50.0,,,active antagonist,active antagonist,6.66791,-82.6206,active antagonist,24.5842,-58.71,Io-li-tec
4236,144207789,11424151,CCCCN1C=C[N+](=C1)C.C(#N)[S-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
4237,144207790,11461044,[B-](F)(F)(F)F.CCCCCCCCCCN1C=C[N+](=C1)C,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,13.2238,-89.2492,inconclusive antagonist,8.18506,-34.5574,Io-li-tec
4238,144207791,22239085,CCCCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],Active,49.0,,,active antagonist,active antagonist,14.5977,-98.7423,inactive,,0,Io-li-tec
4239,144207792,53316407,CCCCCCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,Active,56.0,,,active antagonist,active antagonist,4.36294,-110.9,active antagonist,13.7968,-116.156,Io-li-tec
4240,144207793,2734227,CCCCCCCCCCCCN1C=C[N+](=C1)C.[Cl-],Active,53.0,,,active antagonist,active antagonist,6.37806,-104.914,active antagonist,19.4098,-62.5565,Io-li-tec
4241,144207794,10250129,CCCCCCCCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,Active,56.0,,,active antagonist,active antagonist,5.04574,-117.644,active antagonist,31.8365,-68.3651,Io-li-tec
4242,144207795,12991988,CCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
4243,144207796,2758873,CCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
4244,144207797,53260965,C[N+](C)(C)CCO.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
4245,144207798,2734231,CCCCCCCCCCCCCCCCN1C=C[N+](=C1)C.[Cl-],Active,54.0,,,active antagonist,active antagonist,7.86053,-125.426,active antagonist,32.5176,-87.2008,Io-li-tec
4246,144207799,159924,CN.[N+](=O)(O)[O-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
4247,144207800,2734237,CCCCCCN1C=C[N+](=C1)C.[Br-],Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,Io-li-tec
4248,144207801,16211009,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,5.24848,-111.661,active antagonist,11.3075,-91.1565,Io-li-tec
4249,144207802,10197675,CCCN.[N+](=O)(O)[O-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
4250,144207803,11321106,C[N+]1=CN(C=C1)CC=C.[Cl-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
4251,144207804,10560335,C[N+]1=CN(C=C1)CC2=CC=CC=C2.[Cl-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
4252,144207805,11212667,CCCCN1C=C[N+](=C1C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
4253,144207806,2734241,CCCCN1C=C[N+](=C1C)C.[Br-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
4254,144207807,2734176,CCCC[N+]1=CC=CC=C1.F[P-](F)(F)(F)(F)F,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
4255,144207808,2734238,CCCC[N+]1=CC=CC=C1.[Br-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
4256,144207809,2734239,CCCCCC[N+]1=CC=CC=C1.[Br-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
