cid,clean_smiles
20054849,C/C(=C(\CCOC(=O)c1ccccc1)SS/C(CCOC(=O)c1ccccc1)=C(/C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N
656604,CC(C)(S)C(=O)N[C@@H](CS)C(=O)O
115305,CCCC(=O)N1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1
5485221,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(C)CS[C@H]12)c1csc(N)n1
60196336,CO[C@@]1(NC(=O)CSC[C@@H](N)C(=O)[O-])C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21
6918222,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccn4ncccc43)CS[C@H]12)c1nsc(N)n1
60196337,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccn4ncccc43)CS[C@H]12)c1nsc(N)n1
23688977,O=C(Cn1cnnn1)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nncs3)CS[C@H]12
441348,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl
5362115,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N(CC(=O)O)C1Cc2ccccc2C1
91670,CCCCC(=O)OCC(=O)[C@H]1[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
3307,CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl
14257662,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
3395,CC(=O)OC(C)OC(=O)C(C)c1ccc(-c2ccccc2)c(F)c1
214356,O=P(O)(O)OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
9845819,C/C(=C(/CCO)SSCC1CCCO1)N(C=O)Cc1cnc(C)nc1N
636398,CCCC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
164457,CC1(C)OC[C@@H](COC(=O)CCc2ccc(OC[C@@H](O)CNCCNC(=O)N3CCOCC3)cc2)O1
47462,O=C([O-])c1ccccc1Nc1cc(Cl)ccc1C(=O)[O-]
3003141,N#C/C(=C1/SC[C@@H](c2ccc(Cl)cc2Cl)S1)n1ccnc1
171808,CNC[C@@H]1CC[C@@H](N)[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H](N)C[C@@H]2N)O1
26383,CCCCc1cc2c(=O)c(C(=O)OC)c[nH]c2cc1OCc1ccccc1
217048,CCN(CC)c1ccc(N=Nc2ccc(S(=O)(=O)N(C)C)cc2)c(S(=O)(=O)NCC[n+]2ccccc2)c1
3083870,CC(CN(C)C)CN1c2ccccc2S(=O)(=O)c2ccccc21
20055528,Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCCN[C@@H](C)c3ccccc3)cs2)cs1)C(C)O)C(O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1cnc[nH]1
51051629,NCCC(=O)[N-][C@@H](Cc1cnc[nH]1)C(=O)O
80278,O=P([O-])([O-])OCC(O)CO
4887,O=C(Nc1cccc2c(=O)cc(-c3nn[nH]n3)oc12)c1ccc(OCCCCc2ccccc2)cc1
443984,CC1(C)S[C@@H]2[C@H](NC(=O)C(c3ccccc3)S(=O)(=O)[O-])C(=O)N2[C@H]1C(=O)[O-]
5282199,CC(=O)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
60936,O=P([O-])(O)C(Sc1ccc(Cl)cc1)P(=O)([O-])O
54682461,CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1
4659569,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1
9938056,Cc1c(C)c2c(c(C)c1OC(=O)CCC(=O)OCCO)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2
54693468,O=C(O)c1ccccc1[O-]
3033690,C[C@H](CSC(=O)c1ccccc1)C(=O)N1C[C@@H](Sc2ccccc2)C[C@H]1C(=O)[O-]
5380,CCCCOC(=O)C(=O)Nc1cccc(-c2nn[nH]n2)c1
37497,CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C
56330,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O
60196339,CCC(CN)CC(C)CCNCC(O)CNCC(C)CC(CC)CN
26618,Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O
39324,COc1ccc(CCNCC(O)COc2cccc(C)c2)cc1OC
21826,CC(C)(C)CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C
60946,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O
6850814,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2
19861,CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1
5282182,CC(C)=CCC/C(C)=C/CC/C(C)=C/CCC(=O)OC/C=C(\C)CCC=C(C)C
5282422,CCN(CC)Cc1nccn1-c1ccc([N+](=O)[O-])cc1C(=O)c1ccccc1Cl
151075,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N
5281104,C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@]12C
5284533,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
444021,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OCOC(=O)[C@@H]1N2C(=O)C[C@H]2S(=O)(=O)C1(C)C
8980,CN(C)CCOC(c1ccccc1)c1ccccc1
68741,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C=C(C(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C
60613,Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1
157690,C[C@H]1NCc2cc(-c3ccc4c(=O)c(C(=O)O)cn(C5CC5)c4c3OC(F)F)ccc21
15008962,COc1ccnc(CS(=O)c2nc3cc(OC(F)F)ccc3[n-]2)c1OC
16052015,COc1cc([C@@H]2c3cc4c(cc3C(O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1OP(=O)(O)O
441244,Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1
60754,CNC(=O)CN(CCN(CCN(CC(=O)[O-])CC(=O)NC)CC(=O)[O-])CC(=O)[O-]
12019456,C=C1/C(=C/C=C2\CCC[C@]3(C)[C@@H]([C@H](C)OCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O
134018,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O
71310,CCC1(c2cnc[nH]2)Cc2ccccc2C1
5281065,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1
441199,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21
656602,C[N+]1(CCF)[C@@H]2CC[C@H]1CC(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2
60196343,COC[C@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@H]1C
154256,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12
65332,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H](N3CC[N+](C)(C)CC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CC[N+](C)(C)CC1
5284514,Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1
23665728,Nc1c(CC(=O)[O-])cccc1C(=O)c1ccccc1
11658860,C[C@H]1CNCCc2ccc(Cl)cc21
54671008,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1
60714,CC(O)CN1CCN(CC(=O)[O-])CCN(CC(=O)[O-])CCN(CC(=O)[O-])CC1
68654,O=S(=O)([O-])Oc1ccc(C(c2ccc(OS(=O)(=O)[O-])cc2)c2ccccn2)cc1
6918580,O=S(=O)([O-])c1cccc2c(S(=O)(=O)[O-])cccc12
71470,CCCC(=O)O[C@]1(C(=O)COC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
55483,Oc1ccc(CCNCCCCCCNCCc2ccccc2)cc1O
21070,CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C
259329,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O
53315792,CC(=O)OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](OC(=O)c3ccccc3C(=O)O)[C@H](O)O[C@@H]2COC(C)=O)[C@H](O)[C@@H](OC(=O)c2ccccc2C(=O)O)[C@@H]1O
6917787,Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1
24762,CCCCCCCCCCCCCCCCCC(=O)OCCO
644077,NC(=O)CC[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC1=O
5284483,CCCCN(CCCC)C(=S)[S-]
15895902,CCC(=O)[N-]S(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1
10288,Cc1cc(O)c2c(O)c3c(O)cccc3cc2c1
999,O=C(O)Cc1ccccc1
10382,O=C(CS)Nc1ccccc1
2723816,CCC(=O)[O-]
4117,CNC(C)Cc1ccccc1OC
6322,NC(N)=NCCC[C@H](N)C(=O)O
5833,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12
4595,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O
6249,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O
171548,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21
23327,N[C@H](CCC(=O)O)C(=O)O
33032,N[C@@H](CCC(=O)O)C(=O)O
443385,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1
16211197,NC(=O)C[C@@H](N)C(=O)O
4436,c1ccc2c(CC3=NCCN3)cccc2c1
9305,N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)O
5283344,CCCCCC(O)/C=C/C=O
6328684,CCCCNC(C)(C)[P+](=O)O
6400441,CC(O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccccc2)CSSC[C@@H](C(=O)N[C@H](CO)[C@@H](C)O)NC1=O
240,O=Cc1ccccc1
3016,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
3055,OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1
5702068,CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)C3[C@@H](O)C[C@@]21C
65800,C1CN(P2(N3CC3)=NP(N3CC3)(N3CC3)=NP(N3CC3)(N3CC3)=N2)CCO1
5507,Cc1cc(Nc2ccccc2C(=O)O)ccc1Cl
7558,CNC(C)CC1CCCCC1
114948,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12
8293,COP(=S)(OC)Oc1ccc(S(N)(=O)=O)cc1
148192,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C
50491,CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)CC2S(=O)(=O)C1(C)C
6317,CC(C)NCC(O)c1ccc([N+](=O)[O-])cc1
21640,Nc1nnnn1-c1ccccc1
54339,c1ccc(CCNc2nc(-c3ccccc3)cs2)cc1
107807,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC
13755,CCOc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1
16682987,CCCCCCCCCCCCCCCCCC(=O)[O][Al]
23705,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1
6058,NCCS
8111,NCCNCCN
77942,CC(C)N(CCCl)C(C)C
3032281,CCCCCCCCCCCCCCCC(=O)OC[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC
6904,O=C(CO)[C@@H](O)[C@H](O)[C@@H](O)CO
444212,O=C(O)/C=C(\CC(=O)O)C(=O)O
5282593,CN1[C@@H]2CC[C@H]1CC(OC(=O)C(O)c1ccccc1)C2
444266,O=C(O)/C=C\C(=O)O
5281250,CCCCCCCCCCCCCCCC(=O)O[C@@H]1CC(C)=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C[C@@H](OC(=O)CCCCCCCCCCCCCCC)CC2(C)C)C(C)(C)C1
4041,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21
23668516,CCCCC(=O)[O-]
3715,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
1548955,CCN(CC)CCOc1ccc(/C(=C(\Cl)c2ccccc2)c2ccccc2)cc1
7436,CNCC(=O)c1ccc(O)c(O)c1
60196345,CC(=O)N[C@@H](C=O)[C@H](O)[C@H](O)[C@@H](O)CO
14743,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2OC(=O)CCc1ccccc1
9548595,C/C=C(/CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4[C@H](C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C
6216,CC(=O)OCC(=O)[C@@]1(O)[C@H](OC(C)=O)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
71264,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CN(C)C)c1ccccc1CC2
71890,NNc1nnc(Cc2ccncc2)c2ccccc12
63002,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
4476,O=C(OCC(COC(=O)c1cccnc1)(COC(=O)c1cccnc1)COC(=O)c1cccnc1)c1cccnc1
3743,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NCC(O)CO)c1I
5284584,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1
60196346,C=C1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O
9886081,C=C[C@]1(C)C[C@@H](OC(=O)CO)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O
443928,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
68549,CCN(CCO)CCn1c(Cc2ccccc2)nc2c1c(=O)n(C)c(=O)n2C
71113,CCCC(CCC)C(N)=O
34081,O=C(OCC1(COC(=O)c2cccnc2)CCCC(COC(=O)c2cccnc2)(COC(=O)c2cccnc2)C1O)c1cccnc1
4870,CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O
198165,Cc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3
39912,CC(C)Cc1ccc([C@H](C)C(=O)O)cc1
5284529,COC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1
11693,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1
2515,CCOC(=O)NNc1ccc(N(CC)CC(C)O)nn1
50294,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12
6257,COc1ccccc1OCC1CNC(=O)O1
71587,OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1
62937,COCCc1ccc(OCC(O)CNC(C)C)cc1
5994,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
6446,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
2557,CN1CC(O)c2cc(N=NC(N)=O)c(O)cc21
6010,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
2724333,O=C1O[C@@H]2[C@@H](O)[C@H](O)O[C@@H]2[C@H]1O
107526,O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
7618,OCCN(CCO)CCO
9904,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2O
3705,O=C1C(c2[nH]c3ccc(S(=O)(=O)O)cc3c2O)=Nc2ccc(S(=O)(=O)O)cc21
2006,O=C(O)C(=O)Nc1cccc(-c2nn[nH]n2)c1
16052038,CCCCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](O)[C@@H](O)[C@@H]([C@H](NC(=O)[C@@H]2C[C@@H](CCC)CN2C)[C@H](C)Cl)O[C@@H]1SC
65632,O=C(O)CSCC(=O)NC1CCSC1=O
8395,CCOC(=O)COc1ccc2c(=O)cc(-c3ccccc3)oc2c1
16961,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-]
2723601,Nc1nc(=S)c2[nH]cnc2[nH]1
54678486,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O
119020,NC(N)=NCCCCN=C(N)N
11650,N=C(N)N
636396,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O
71277,CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C
3037582,O=C(O)[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C(=O)O
135482068,CCN(CC)/[N+]([O-])=N/O
439318,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O
122797,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O
6437877,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1
5561,ClCCN(CCCl)CCCl
208947,Cc1[nH]cnc1C[C@H]1CCc2c(C)c3ccccc3n2C1=O
3047798,CC1CC(=O)NN=C1c1ccc(NCC(C)(C)NCC(O)COc2cc(Cl)ccc2C#N)cc1
213037,O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)s1
644025,CN[C@@]1(c2ccccc2Cl)CCCCC1=O
182137,CN[C@]1(c2ccccc2Cl)CCCCC1=O
16051931,CN=C(NC)NCc1ccccc1
9800972,CCOC(=O)COc1ccc2c(C)c(CCN(CC)CC)c(=O)oc2c1
284314,CS(=O)(=O)OCCCNCCCOS(C)(=O)=O
24194514,COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4)CC3)c2cc1OC
9434,C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c2ccccc21)C1c2ccccc2-c2ccccc21
16682839,[O]=[Bi][O][As](=O)(O)c1ccc(NC(=O)CO)cc1
8954,O=S([O-])CNc1ccc(S(=O)(=O)c2ccc(NCS(=O)[O-])cc2)cc1
656634,COc1cc(C[C@@H]2NCCc3cc(O)c(O)cc32)cc(OC)c1OC
443949,O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CCN(CCO)CC1
16106,CN1CCN(C2=Nc3ccccc3Cc3ccccc32)CC1
3015003,CN(CC(=O)N1CCOCC1)Cc1c(Cl)cccc1NC(=O)c1ccccc1
101587,C[N+]1(C)CCN(CC(O)(c2ccccc2)C2CCCCC2)CC1
8589,CCC(c1ccccc1)c1noc(CCN(CC)CC)n1
55361,NCCCNCCCCNC(=O)C(O)NC(=O)CCCCCCN=C(N)N
23616254,CCOC(=O)C1(c2ccccc2)CCCN(C)CC1
5468154,O=C(Nc1ccc(/C=C/c2ccc(NC(=O)c3cc(S(=O)(=O)O)c4cccnc4c3O)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1)c1cc(S(=O)(=O)O)c2cccnc2c1O
3034658,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)C3(F)[C@@H](O)C[C@@]21C
60196349,CCCCCCCCCC(=O)N[O-]
223866,CN(C)CCOc1ccccc1Cc1ccccc1
135403635,O=c1[nH]cnc2[nH]cc(CN3CCCCC3)c12
12113,CCOc1ccc(N=C(C)Nc2ccc(OCC)cc2)cc1
6992284,c1ccc2c(c1)Sc1ccccc1N2C[C@@H]1CN2CCC1CC2
6584,COC(C)=O
7501,C=Cc1ccccc1
68547,O=[N+]([O-])c1ccc(Oc2ccc(N=C=S)cc2)cc1
57823090,CCO[C@H](Cc1ccc(OCCc2ccc(OS(C)(=O)=O)cc2)cc1)C(=O)O
10251042,CCOC(=O)c1ncn2c1CN(C)C(=O)c1c(I)cccc1-2
129209,Cc1cccc(C)c1N(CCCc1cccnc1)C(=O)C(C)N
27891,CCCCNc1ccc(C(=O)OCC[NH+](CC)CC)cc1
4783,O=C(CCCCCCCCC#CI)Oc1ccccc1
130956,O=P(O)(O)C(O)(Cc1cnc2ccccn12)P(=O)(O)O
210301,C[N+]1(CC2COC(c3ccccc3)(c3ccccc3)O2)CCCCC1
3740,O=C(COCCOCCOCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I
9811353,O=C(O)Cc1cccc(-c2cc(CCCCCCc3ccc(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)c(-c4cccc(CC(=O)O)c4)c3)ccc2O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)c1
53315139,CCOC(=O)Cc1cccc(-c2cc(CCCCCCc3ccc(O[C@H]4O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]4OC(C)=O)c(-c4cccc(CC(=O)OCC)c4)c3)ccc2O[C@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]2OC(C)=O)c1
132916,O=C(N[C@H]1N=C(c2ccccc2F)c2cccc3c2N(CC3)C1=O)c1cc2ccccc2[nH]1
10455790,O=C(N[C@@H]1N=C(c2ccccc2F)c2cccc3c2N(CC3)C1=O)c1cc2ccccc2[nH]1
23663963,CCc1cc(S(=O)(=O)[O-])c2cc(C(C)C)cccc1-2
185457,O=C(O)CNC(=O)CNC(=O)CNC(=O)CSC(=O)c1ccccc1
1999,CCC(C(=O)NC(=O)NC(C)=O)c1ccccc1
125564,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1
151173,Nc1ccn(C2CO[C@H](CO)O2)c(=O)n1
3035267,CCOC(=O)OCC/C(SC(=O)OCC)=C(\C)N(C=O)Cc1cnc(C)nc1N
26602,CCOC(=O)NC(C)(C)Cc1ccc(Cl)cc1
5282203,CC(C(=O)O)c1ccc(/C=C2\CCCCC2=O)cc1
71809,CC[N+](CC)(CC)CCOC(=O)C(C1CCCC1)C1CCCC1
72004,CCOC(=O)c1ccc(OCCN2C[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO)cc1
3309,CCN1C(=O)c2ccccc2C1Nc1ccc(OCCN2CCCCC2)cc1
5282450,Nc1c(NC/C=C\COc2cc(CN3CCCCC3)ccn2)c(=O)c1=O
6918106,CN1[C@@H]2CC[C@H]1CC(NC(=O)n1c(=O)[nH]c3ccccc31)C2
65870,CCOC(=O)Cn1cccc1-c1nc(-c2ccc(OC)cc2)c(-c2ccc(OC)cc2)s1
127998,CC(=O)SCC(CC(=O)c1ccc(C)cc1)C(=O)O
129319,CCNC(=O)NCCCOc1cccc(CN2CCCCC2)c1
23684123,Cc1ccccc1C(=O)N1CC/C(=N\OS(=O)(=O)[O-])c2ccc(Cl)cc21
19879,CC(N[NH3+])c1ccccc1
20054967,CCCCC/C=C\C/C=C\CCCCCCCC(=O)NC(C)c1ccccc1
3045414,CC(C)(C)NC[C@H](O)c1ccc(O)cc1Cl
60790,COc1ccc(CNCC(O)COc2ccc3[nH]c(=O)ccc3c2)cc1OC
443947,CC[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@H]1O
4726,CCCCCC1Nc2cc(C(F)(F)F)c(S(N)(=O)=O)cc2S(=O)(=O)N1
167180,OC(CN1CCCCC1)c1cc(-c2ccccc2)on1
