PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Antagonist Activity,Antagonist Potency (uM),Antagonist Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source
4038,144207591.0,54960.0,COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)CC2=CC=CC=C2C(=O)OC)OC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Crescent
4039,144207592.0,91604.0,CC(C)(CCCC1=CCC(CC1)C=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4040,144207593.0,8442.0,CCCCCCCCS(=O)C(C)CC1=CC2=C(C=C1)OCO2,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,69.917,-89.8897,active antagonist,72.6524,-61.7358,ChemService
4041,144207594.0,71833.0,CN1CCC2=CC3=C(C=C2C1O)OCO3.Cl,Inactive,0.0,,,inactive,inactive,,0,active agonist,50.7655,451.841,SigmaAldrich
4042,144207595.0,3068143.0,CC[C@H]1CN2CCC3=CC(=C(C=C3[C@@H]2C[C@@H]1C[C@@H]4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC.Cl.Cl,Active,69.0,,,active antagonist,active antagonist,0.154022,-101.128,active antagonist,4.51075,-77.1976,Sensient
4043,144207596.0,8809.0,CC(COC1=CC=C(C=C1)C(C)(C)C)OS(=O)OCCCl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,ChemService
4044,144207597.0,4685.0,C1=CC(=CC=C1Cl)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
4045,144207598.0,440917.0,CC1=CC[C@@H](CC1)C(=C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4046,144207599.0,6428.0,C(C(F)(Cl)Cl)(F)(F)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4047,144207600.0,2879.0,CC1=CC=C(C=C1)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4048,144207601.0,533728.0,CCN(CC)C(=S)[S-].[Na+],Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,5.70751,-108.57,active antagonist,5.70751,-70.0334,City Chemical
4049,144207602.0,6563.0,CCC(C)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4050,144207603.0,10452.0,C1CSCCS1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4051,144207604.0,7923.0,C1=CC(=O)OC1=O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4052,144207605.0,1091.0,O[Se](=O)O,Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,64.8186,-40.8547,inactive,,0,SigmaAldrich
4053,144207606.0,11733.0,CC(C(Cl)Cl)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Sensient
4054,144207607.0,8496.0,C1=CC(=CC(=C1)C(=O)O)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4055,144207608.0,3024.0,C(Br)Br,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
4056,144207609.0,16760658.0,C1=CC=C(C(=C1)C(=O)[O-])O.[Na+],Inactive,0.0,,,inactive,inactive,,0,inconclusive agonist,24.882,25.0881,SigmaAldrich
4057,144207610.0,6942.0,C1=CC=C(C(=C1)C(=O)N)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4058,144207611.0,8146.0,CCOCCOCCO,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4059,144207612.0,31261.0,CC(=O)CC(=O)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4060,144207613.0,13360.0,CC(=C)C(=O)OCCO,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4061,144207614.0,7453.0,CCC(C)C1=CC=C(C=C1)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4062,144207615.0,3305.0,CC(O)(P(=O)(O)O)P(=O)(O)O,Inactive,0.0,,,inactive,inactive,,0,inconclusive agonist,,,SigmaAldrich
4063,144207616.0,8148.0,CCCCNCCCC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4064,144207617.0,31204.0,CCCCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,21.8886,-107.758,active antagonist,36.0483,-99.7122,Sensient
4065,144207618.0,8071.0,COCCOC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4066,144207619.0,34763.0,CC(C)CCCCCCCOC(=O)C(=C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4067,144207620.0,11666.0,C(SCl)(Cl)(Cl)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4068,144207621.0,7622.0,CCCCN(CCCC)CCCC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4069,144207622.0,6277.0,CC(=O)[O-].CC(=O)[O-].[Co+2],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4070,144207623.0,6417.0,CC(C)(C)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4071,144207624.0,6517.0,CCO[Si](OCC)(OCC)OCC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4072,144207625.0,6788.0,CCCCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCCCC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Alfa Aesar
4073,144207626.0,6935.0,CC1=CC(=C(C=C1Cl)N)S(=O)(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4074,144207627.0,7027.0,C([C@@H]1[C@H]([C@@H]([C@H](C(=O)O1)O)O)O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4075,144207628.0,64947.0,CO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4076,144207629.0,7412.0,C1=CC=C(C=C1)C(=O)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4077,144207630.0,7568.0,C1=CC(=CC=C1[N+](=O)[O-])OC2=CC=C(C=C2)[N+](=O)[O-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4078,144207631.0,7735.0,C1CC(CCC1CO)CO,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4079,144207632.0,7764.0,CCOC(=O)CC#N,Inactive,0.0,,,inactive,inactive,,0,inconclusive agonist,,,SIGMA
4080,144207633.0,7868.0,CC(=C)CC(C)(C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4081,144207634.0,7910.0,CC(C)CC(C)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4082,144207635.0,8110.0,CCCCN=C=O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4083,144207636.0,8155.0,CCCCCCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,24.4108,-117.096,active antagonist,45.1075,-131.477,Sensient
4084,144207637.0,8265.0,C12C(C(=O)OC1=O)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4085,144207638.0,8472.0,COP(OC)OC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4086,144207639.0,31337.0,C(C(CO)(CO)[N+](=O)[O-])O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4087,144207640.0,31405.0,CC(C)(C)C1=C(C(=CC=C1)C(C)(C)C)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4088,144207641.0,8946.0,CC(C)C(C(C)(C)CO)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4089,144207642.0,5283387.0,CCCCCCCC/C=C\CCCCCCCC(=O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4090,144207643.0,10401.0,C1CCC(=O)OCC1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4091,144207644.0,10724.0,C1CC2=CC=CC=C2C(=O)C1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4092,144207645.0,11040.0,CC(C(=O)OC)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4093,144207646.0,69027.0,CC(C)(C)C(=O)OC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4094,144207647.0,12053.0,CC(C)(C1=CC=CC=C1)O,Inconclusive,10.0,,,inconclusive agonist,inconclusive agonist,39.1587,31.4577,inactive,,0,SigmaAldrich
4095,144207648.0,12374.0,C(CCCO)CCO,Inconclusive,10.0,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,SigmaAldrich
4096,144207649.0,642197.0,C(/C=C/CCl)Cl,Inconclusive,10.0,,,inconclusive agonist,inconclusive agonist,38.767,33.4391,inactive,,0,Sensient
4097,144207650.0,70324.0,CC(C)(C)C1=CC=C(C=C1)C=O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4098,144207651.0,14456.0,CO[Si](C)(OC)OC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4099,144207652.0,15290.0,C1CCC(CC1)S,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4100,144207653.0,72903.0,C1=CC=C(C=C1)P(O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4101,144207654.0,17043.0,CCCCCCCCCCCCCCCl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4102,144207655.0,17593.0,CC1=C(C(=CC=C1)N)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4103,144207656.0,62475.0,C1C=CCC2C1CC=C2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4104,144207657.0,23675796.0,COC(=O)C1=CC(=CC(=C1)S(=O)(=O)[O-])C(=O)OC.[Na+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4105,144207658.0,78501.0,CC(CO)(CO)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4106,144207659.0,22932.0,CCCCC(CC)COC(=O)C1=CC=C(C=C1)C(=O)OCC(CC)CCCC,Inactive,0.0,,,inactive,inactive,,0,inconclusive agonist,,,SigmaAldrich
4107,144207660.0,23368.0,CC(C)OC(=O)CCCCC(=O)OC(C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,TCI
4108,144207661.0,159747.0,C=CC(=O)[O-].C=CC(=O)[O-].[Zn+2],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4109,144207662.0,6197816.0,CC/C(=N/O[Si](O/N=C(\CC)/C)(O/N=C(/CC)\C)C)/C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Pfaltz-Bauer
4110,144207663.0,33263.0,CCC(C)(C)C1=CC(=C(C(=C1)N2N=C3C=CC=CC3=N2)O)C(C)(C)CC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4111,144207664.0,33934.0,CC(C)CCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCC(C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4112,144207665.0,94483.0,CC(C)(C1=CC=C(C=C1)OC2=CC3=C(C=C2)C(=O)OC3=O)C4=CC=C(C=C4)OC5=CC6=C(C=C5)C(=O)OC6=O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4113,144207666.0,114129.0,CC(C)(CC(=O)OC)C=C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Sensient
4114,144207667.0,7112.0,C1=CC(=CC=C1C2=CC=C(C=C2)O)O,Inconclusive,20.0,,,active agonist,active agonist,29.6644,146.57,inconclusive antagonist,,,SigmaAldrich
4115,144207668.0,7892.0,CCCC(C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4116,144207669.0,67151.0,C1CN(CCN1CCO)CCO,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4117,144207670.0,12160.0,CCC1=CC=C(C=C1)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4118,144207671.0,,,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4119,144207672.0,15348.0,CC1=CN=C(C=C1)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4120,144207673.0,75498.0,C1=CC2=C(C=C1C(=O)C3=CC4=C(C=C3)C(=O)OC4=O)C(=O)OC2=O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4121,144207674.0,18062.0,CC(C)(C1=CC=C(C=C1)C(C)(C)O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4122,144207675.0,7198.0,COC(=O)C1CCC(CC1)C(=O)OC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4123,144207676.0,2723856.0,CC[C@H](CO)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4124,144207677.0,82029.0,C[N+]1(CCOCC1)[O-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4125,144207678.0,117915.0,CC1=C(C=CC(=C1)OC)Br,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4126,144207679.0,516872.0,C(#N)[S-].[K+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4127,144207680.0,77080.0,CCCCCCCC[Sn](CCCCCCCC)(Cl)Cl,Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,54.4273,-104.932,inactive,,0,Interchem
4128,144207681.0,1118.0,OS(=O)(=O)O,Inactive,0.0,,,inactive,inactive,,0,inconclusive agonist,29.6904,30.454,SIGMA
4129,144207682.0,24648.0,O=S(=O)(Cl)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4130,144207683.0,22833454.0,CCCC(CC)CCCCCCCN,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Sensient
4131,144207684.0,62130.0,CCN1C2=C(C=C(C=C2)N)C3=CC=CC=C31.Cl,Active,42.0,,,active antagonist,active antagonist,73.3088,-47.7801,inactive,,0,Chemos
4132,144207685.0,174174.0,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4133,144207686.0,5284346.0,O.O.[Cl-].[Cl-].[Ba+2],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4134,144207687.0,146540.0,C1=CC=C(C=C1)CNN.Cl.Cl,Inconclusive,20.0,,,active agonist,active agonist,2.20876,53.2742,inactive,,0,SigmaAldrich
4135,144207688.0,7302.0,C1CC(=O)OC1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4136,144207689.0,10133.0,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,Inactive,0.0,,,inactive,inactive,,0,active antagonist,71.4905,-35.9973,SIGMA
4137,144207690.0,6209.0,C[N+](C)(C)CCO.[Cl-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4138,144207691.0,14500.0,C1CCC(=NO)C1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4139,144207692.0,38221.0,COC1=C(C=C(C=C1)N)N.OS(=O)(=O)O,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,8.24973,-117.135,active antagonist,9.61848,-62.363,Alfa Aesar
4140,144207693.0,6673.0,C1C2C3CC4C(C3C1C5C2O5)O4,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4141,144207694.0,3081.0,CC1(C(=O)NC(=O)O1)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Alfa Aesar
4142,144207695.0,522325.0,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)CS(=O)(=O)[O-].[Na+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4143,144207696.0,14075.0,C1COS(=O)(=O)O1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4144,144207697.0,77342.0,C1COS(=O)O1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4145,144207698.0,90547.0,C1=CC(=CC=C1C(=O)O)NN.Cl,Inconclusive,10.0,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,SigmaAldrich
4146,144207699.0,20240.0,CC(C)COC(=O)C1=CC=C(C=C1)O,Inconclusive,20.0,,,active agonist,active agonist,5.04061,65.1895,inactive,,0,SigmaAldrich
4147,144207700.0,5922.0,C1=CN=CC=C1C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4148,144207701.0,7955.0,C1(=NC(=NC(=N1)N)N)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4149,144207702.0,13622.0,COC1=CC=CC(=C1O)O,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,47.6186,-63.7975,inconclusive antagonist,50.4402,-69.3273,SigmaAldrich
4150,144207703.0,7409.0,CC(C1=CC=CC=C1)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4151,144207704.0,7253.0,CC1=C(C=CC(=C1)O)O,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,61.815,-134.907,active antagonist,69.3576,-91.3639,SigmaAldrich
4152,144207705.0,6670.0,C1=CC=C2C(=C1)C=CC(=C2S(=O)(=O)O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4153,144207706.0,11945.0,C1=CC2=C(C=CC(=C2)[N+](=O)[O-])N=C1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4154,144207707.0,4594.0,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,Inactive,0.0,,,inactive,inactive,,0,active antagonist,30.2644,-54.2771,TCI
4155,144207708.0,4763.0,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,TCI
4156,144207709.0,13297.0,C1=CC=C(C=C1)N=NC2=C(C=CC3=CC=CC=C32)O,Inactive,0.0,,,inactive,inactive,,0,active antagonist,28.3454,-102.36,SigmaAldrich
4157,144207710.0,6956.0,C1=CC=C(C(=C1)C(=O)N)C(=O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4158,144207711.0,197873.0,C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N.Cl,Active,56.0,,,active antagonist,active antagonist,5.44827,-122.433,active agonist,4.85577,817.757,SigmaAldrich
4159,144207712.0,5284451.0,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2.C(=C\C(=O)O)\C(=O)O,Inactive,0.0,,,inactive,inactive,,0,active antagonist,23.1823,-32.1719,Interchem
4160,144207713.0,656582.0,C1=CC=C2C(=C1)C(=O)[N-]S2(=O)=O.[Na+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Sensient
4161,144207714.0,54704426.0,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O.Cl,Inactive,0.0,,,inactive,inactive,,0,active agonist,35.8301,121.833,SIGMA
4162,144207715.0,10891.0,CC1=CC=C(C=C1)N.Cl,Inconclusive,20.0,,,active agonist,active agonist,12.2716,56.9188,inactive,,0,SigmaAldrich
4163,144207716.0,7247.0,CC1=CC(=C(C=C1)C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4164,144207717.0,88898.0,CC1=CC(=C(C=C1)N)C.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Sensient
4165,144207718.0,4343483.0,[B-](F)(F)(F)F.[Na+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4166,144207719.0,12867.0,CC(C)(C)C1=CC(=O)C=C(C1=O)C(C)(C)C,Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,,,inconclusive antagonist,,,SigmaAldrich
4167,144207720.0,13203.0,C1CCC(=O)C(C1)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4168,144207721.0,67299.0,C1=C(C(=CC(=C1O)Cl)Cl)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4169,144207722.0,11701.0,CC(C)(CC(=O)O)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4170,144207723.0,12681.0,CC(C)(CCC(=O)O)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4171,144207724.0,12372.0,CCCCCCC#N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4172,144207725.0,7420.0,C1=CC(=CC(=C1)O)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4173,144207726.0,12244.0,CC(C)CC#N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4174,144207727.0,12046.0,CC(CCC(=O)O)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4175,144207728.0,11262.0,CCC(C)C(=O)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4176,144207729.0,10457.0,C(CCCC(=O)O)CCC(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4177,144207730.0,74563.0,CCCC(=O)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4178,144207731.0,999.0,C1=CC=C(C=C1)CC(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4179,144207732.0,867.0,C(C(=O)O)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4180,144207733.0,8256.0,C(=O)C(Br)(Br)Br,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,9.65899,-116.184,active antagonist,7.38355,-80.671,SIGMA
4181,144207734.0,61144.0,C(=O)(C(Cl)(Cl)Cl)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4182,144207735.0,12530.0,CCCCCCCCCCCCC(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4183,144207736.0,8186.0,CCCCCCCCCCC=O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4184,144207737.0,25015.0,C[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2O,Inactive,0.0,,,inactive,inactive,,0,inconclusive agonist,30.4199,31.3698,SIGMA
4185,144207738.0,14138.0,CCCCCCCOC(=O)C1=CC=C(C=C1)O,Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,51.4873,-51.8734,inactive,,0,SigmaAldrich
4186,144207739.0,8348.0,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4187,144207740.0,83050.0,C1=CC=C(C=C1)C(=O)C2=CC(=CC=C2)O,Inconclusive,20.0,,,active agonist,active agonist,6.20642,52.6424,inactive,,0,SigmaAldrich
4188,144207741.0,8570.0,COC1=CC(=C(C=C1)C(=O)C2=C(C=C(C=C2)OC)O)O,Inconclusive,20.0,,,active agonist,active agonist,2.02305,40.622,inactive,,0,SigmaAldrich
4189,144207742.0,73851.0,CC1=CC(=C(C=C1)O)C(=O)C2=CC=CC=C2,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,55.0372,-63.1868,inconclusive antagonist,41.2721,-32.2657,SigmaAldrich
4190,144207743.0,87250.0,C1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)O,Inconclusive,20.0,,,active agonist,active agonist,7.45135,113.466,inactive,,0,Interchem
4191,144207744.0,17569.0,CCCCCCCCCCCCOC(=O)C1=CC=C(C=C1)O,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,45.2905,-117.605,active antagonist,45.2905,-47.9641,SigmaAldrich
4192,144207745.0,16211115.0,CCN1C=C[N+](=C1)C.C(#N)[S-],Inactive,0.0,,,inactive,inactive,,0,inconclusive agonist,,14.2863,SIGMA
4193,144207746.0,586708.0,CCCCCCCCCOC(=O)C1=CC=C(C=C1)O,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,33.8874,-115.553,active antagonist,36.5908,-92.853,Interchem
4194,144207747.0,56638112.0,COC1=CC(=C(C=C1)C(=O)C2=CC(=CC=C2)O)OC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4195,144207748.0,69150.0,C1=CC(=CC=C1C(=O)C2=CC=C(C=C2)O)O,Inconclusive,20.0,,,active agonist,active agonist,28.3743,67.6723,inactive,,0,SigmaAldrich
4196,144207749.0,23019.0,CCCCCOC(=O)C1=CC=C(C=C1)O,Inconclusive,10.0,,,inconclusive agonist (cytotoxic),inconclusive agonist,2.46338,78.0245,active antagonist,43.8058,-39.9828,SigmaAldrich
4197,144207750.0,16211135.0,CC[S+](CC)CC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4198,144207751.0,53316406.0,CCN1C=C[N+](=C1)C.CCOP(=O)([O-])OCC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
4199,144207752.0,6620.0,CC1=C(C=CC(=C1)C(C)(C)C2=CC(=C(C=C2)O)C)O,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,60.4982,-100.606,active antagonist,51.8891,-59.7585,SigmaAldrich
4200,144207753.0,608116.0,CC(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,Inconclusive,20.0,,,active agonist,active agonist,14.9554,24.1848,inactive,,0,SigmaAldrich
4201,144207754.0,13065.0,CC(C)(C1=CC=CC=C1)C2=CC=CC=C2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
4202,144207755.0,6619.0,CC(C)(C1=CC(=C(C(=C1)Cl)O)Cl)C2=CC(=C(C(=C2)Cl)O)Cl,Inactive,0.0,,,inactive,inactive,,0,inconclusive antagonist,61.1306,-34.6697,Sensient
4203,144207756.0,84677.0,C1=CC(=CC=C1C(=C(Cl)Cl)C2=CC=C(C=C2)O)O,Inconclusive,20.0,,,active agonist,active agonist,0.0725061,46.1939,inconclusive antagonist,48.459,-58.2067,SigmaAldrich
